distance_km,hour,day_of_week,area_type,historical_speed,eta_minutes
14.14,5,Thursday,commercial,22.36,45.53
4.75,15,Saturday,residential,37.35,7.63
20.47,22,Thursday,residential,32.62,37.65
19.84,3,Sunday,residential,32.41,36.73
17.44,17,Wednesday,residential,21.38,73.41
4.77,12,Tuesday,residential,20.02,14.3
13.52,4,Thursday,residential,35.21,23.04
24.45,17,Sunday,residential,17.89,123.0
18.13,11,Monday,commercial,34.83,37.48
22.38,5,Tuesday,commercial,22.32,72.19
3.82,1,Sunday,commercial,31.67,8.68
23.89,11,Wednesday,commercial,19.27,89.26
3.1,16,Sunday,commercial,31.11,7.17
10.72,12,Friday,commercial,33.5,23.04
3.23,13,Tuesday,residential,26.58,7.29
1.41,22,Sunday,residential,22.71,3.73
11.57,18,Thursday,residential,36.56,28.48
1.01,13,Sunday,residential,33.21,1.82
16.73,1,Saturday,commercial,18.6,64.76
23.11,17,Tuesday,commercial,25.33,93.06
5.42,12,Thursday,commercial,22.93,17.02
8.36,15,Monday,residential,18.93,26.5
5.59,1,Wednesday,commercial,21.86,18.41
5.45,13,Sunday,residential,17.24,18.97
13.95,22,Tuesday,residential,19.61,42.68
5.86,11,Tuesday,residential,33.74,10.42
9.23,8,Friday,residential,31.39,26.46
21.16,10,Wednesday,commercial,20.5,105.28
9.34,3,Tuesday,commercial,34.35,19.58
1.88,9,Thursday,commercial,39.48,4.86
16.28,5,Friday,commercial,26.14,44.84
8.05,11,Friday,residential,24.37,19.82
13.62,1,Friday,commercial,35.17,27.88
8.14,1,Saturday,commercial,22.12,26.5
1.32,6,Tuesday,commercial,39.4,2.41
19.22,13,Thursday,commercial,38.16,36.26
19.62,17,Thursday,commercial,25.03,79.95
8.02,14,Tuesday,residential,39.48,12.19
2.57,0,Sunday,commercial,15.54,11.91
20.61,7,Sunday,commercial,29.91,49.61
5.09,9,Saturday,residential,39.3,11.66
11.46,15,Saturday,commercial,25.39,32.5
4.63,13,Tuesday,residential,37.64,7.38
12.9,4,Sunday,residential,18.22,42.48
17.31,12,Friday,residential,34.88,29.78
13.14,14,Monday,residential,22.41,35.18
10.49,21,Saturday,commercial,26.77,28.21
4.82,21,Thursday,commercial,32.14,10.8
3.74,13,Thursday,residential,15.14,14.82
18.57,20,Tuesday,commercial,33.15,40.33
23.88,7,Thursday,commercial,25.62,67.11
6.06,6,Monday,residential,15.52,23.43
10.43,13,Thursday,commercial,22.55,33.3
23.25,2,Tuesday,residential,32.11,43.44
1.73,18,Thursday,commercial,25.74,6.86
19.7,22,Friday,residential,28.47,41.52
9.71,11,Monday,residential,15.64,37.25
18.78,4,Tuesday,commercial,19.83,68.19
5.27,23,Sunday,residential,36.74,8.61
17.13,3,Monday,commercial,31.12,39.63
23.28,9,Wednesday,commercial,31.18,76.16
8.22,0,Tuesday,residential,15.76,31.29
10.76,4,Tuesday,residential,30.68,21.04
21.22,18,Thursday,residential,33.92,56.3
3.31,9,Friday,residential,21.7,13.73
15.83,23,Sunday,commercial,22.1,51.57
10.93,7,Sunday,residential,29.26,22.41
10.38,21,Thursday,commercial,34.11,21.91
3.9,19,Thursday,residential,27.25,12.88
3.72,14,Tuesday,residential,27.72,8.05
5.26,10,Friday,residential,18.38,25.76
16.78,3,Friday,residential,20.77,48.47
15.86,22,Friday,residential,21.57,44.12
1.55,7,Tuesday,residential,33.26,2.8
14.33,2,Monday,commercial,28.33,36.42
19.41,19,Saturday,commercial,23.69,83.57
3.83,18,Wednesday,commercial,20.34,19.21
23.29,9,Friday,commercial,27.5,86.38
22.35,1,Sunday,residential,23.36,57.41
21.28,2,Saturday,residential,39.99,31.93
10.88,18,Thursday,commercial,19.08,58.16
14.47,17,Saturday,residential,24.97,52.15
8.77,21,Sunday,residential,19.06,27.61
12.51,14,Tuesday,residential,34.52,21.74
11.86,23,Thursday,commercial,19.86,43.0
12.42,15,Saturday,residential,22.07,33.77
20.01,2,Thursday,residential,37.77,31.79
17.6,19,Thursday,residential,22.01,71.97
17.89,21,Saturday,residential,24.75,43.37
13.93,16,Monday,residential,21.06,39.69
22.13,1,Saturday,residential,22.11,60.05
10.24,11,Sunday,commercial,21.15,34.86
1.11,0,Sunday,residential,36.33,1.83
12.24,13,Thursday,residential,22.88,32.1
15.67,14,Tuesday,commercial,29.44,38.32
8.73,9,Sunday,residential,39.34,19.97
23.76,20,Monday,commercial,15.44,110.8
21.2,2,Sunday,residential,36.96,34.42
18.2,15,Tuesday,commercial,20.59,63.64
24.81,13,Wednesday,commercial,37.27,47.93
15.68,12,Thursday,commercial,29.98,37.66
8.33,11,Sunday,commercial,38.96,15.39
7.88,20,Monday,residential,29.72,15.91
2.1,0,Wednesday,residential,16.45,7.66
21.6,5,Saturday,commercial,17.7,87.86
2.23,3,Tuesday,commercial,29.91,5.37
6.55,7,Tuesday,commercial,37.88,12.45
21.87,10,Friday,residential,27.41,71.81
22.21,12,Sunday,commercial,35.09,45.57
17.06,0,Wednesday,commercial,28.07,43.76
11.51,0,Tuesday,residential,22.05,31.32
3.5,0,Wednesday,residential,20.8,10.1
17.02,1,Monday,commercial,17.98,68.16
10.32,4,Friday,residential,32.02,19.34
22.9,10,Sunday,residential,32.74,62.95
22.91,18,Friday,commercial,16.54,141.28
24.09,7,Monday,commercial,19.34,89.68
20.52,5,Thursday,residential,25.72,47.87
9.48,9,Tuesday,residential,18.15,47.01
16.39,10,Thursday,commercial,26.29,63.59
19.46,23,Friday,commercial,26.6,52.67
19.29,11,Sunday,residential,15.89,72.84
22.08,22,Monday,commercial,19.19,82.84
23.47,8,Monday,residential,26.0,81.24
18.14,6,Saturday,commercial,22.05,59.23
5.46,6,Thursday,commercial,38.76,10.14
12.65,9,Thursday,commercial,22.59,57.12
17.79,21,Friday,residential,25.58,41.73
17.53,15,Monday,commercial,35.8,35.26
1.96,17,Monday,residential,29.67,5.95
22.05,14,Thursday,commercial,38.44,41.3
1.88,17,Wednesday,residential,25.98,6.51
10.2,16,Tuesday,residential,38.1,16.06
16.23,13,Saturday,commercial,39.6,29.51
19.46,5,Monday,commercial,23.96,58.48
24.1,5,Wednesday,residential,17.96,80.51
14.68,8,Tuesday,commercial,35.21,42.53
13.75,22,Thursday,commercial,23.45,42.22
5.97,13,Friday,residential,19.46,18.41
15.79,7,Thursday,commercial,17.84,63.73
5.93,17,Wednesday,commercial,30.74,19.68
7.55,23,Friday,commercial,26.29,20.68
24.68,1,Thursday,commercial,30.22,58.8
22.52,14,Friday,commercial,28.58,56.73
15.77,20,Wednesday,residential,27.92,33.89
19.99,2,Friday,residential,21.96,54.62
11.08,6,Friday,residential,21.76,30.55
4.53,5,Tuesday,commercial,20.96,15.56
2.52,11,Saturday,commercial,28.13,6.45
16.93,6,Monday,residential,17.14,59.26
11.54,1,Sunday,commercial,17.31,48.0
9.93,1,Thursday,commercial,34.02,21.02
5.43,17,Wednesday,commercial,18.01,30.75
6.38,6,Monday,commercial,22.27,20.63
18.12,8,Monday,residential,25.26,64.56
20.52,14,Sunday,residential,20.12,61.19
13.4,18,Tuesday,residential,36.02,33.48
12.12,10,Monday,residential,20.07,54.35
6.98,14,Tuesday,residential,27.37,15.3
17.77,21,Friday,commercial,38.25,33.45
21.95,21,Saturday,commercial,15.18,104.11
10.35,2,Saturday,residential,32.77,18.95
14.83,21,Tuesday,commercial,23.58,45.28
19.73,10,Monday,residential,27.77,63.94
6.95,15,Wednesday,residential,22.73,18.35
2.81,20,Sunday,residential,24.68,6.83
19.13,6,Friday,commercial,24.89,55.34
20.52,0,Monday,residential,15.69,78.47
15.32,0,Thursday,commercial,28.99,38.05
21.02,10,Tuesday,residential,33.95,55.72
3.4,4,Friday,commercial,17.05,14.36
20.2,17,Friday,commercial,23.35,88.24
16.51,4,Saturday,residential,17.38,57.0
13.76,23,Friday,commercial,34.66,28.58
23.89,10,Wednesday,residential,20.2,106.44
14.9,5,Thursday,commercial,15.01,71.47
6.36,17,Tuesday,commercial,36.34,17.85
12.66,5,Monday,commercial,33.25,27.41
1.71,20,Tuesday,residential,37.26,2.75
20.81,6,Saturday,residential,36.95,33.79
5.76,18,Saturday,residential,21.75,23.83
7.56,16,Friday,commercial,37.09,14.68
12.38,18,Sunday,residential,30.85,36.12
4.28,11,Sunday,residential,20.84,12.32
4.56,21,Friday,residential,25.57,10.7
10.13,18,Saturday,residential,17.58,51.86
21.51,2,Saturday,residential,31.4,41.1
14.57,3,Saturday,commercial,15.01,69.89
3.08,16,Friday,commercial,24.67,8.99
7.77,12,Thursday,commercial,27.74,20.17
8.27,2,Sunday,commercial,20.22,29.45
17.39,16,Tuesday,commercial,23.95,52.28
3.3,10,Tuesday,residential,35.36,8.4
19.45,15,Tuesday,residential,37.23,31.35
1.71,6,Monday,commercial,31.63,3.89
22.53,16,Sunday,residential,34.21,39.51
20.09,2,Tuesday,residential,15.96,75.53
24.45,22,Friday,commercial,32.48,54.2
10.24,1,Tuesday,residential,31.12,19.74
20.97,12,Monday,commercial,16.48,91.62
5.49,19,Thursday,commercial,16.06,34.87
8.36,19,Thursday,residential,27.68,27.18
19.75,0,Thursday,commercial,20.45,69.54
12.85,6,Tuesday,commercial,15.3,60.47
6.19,9,Tuesday,commercial,17.95,35.17
11.05,2,Wednesday,commercial,28.99,27.44
24.65,15,Sunday,commercial,36.59,48.51
11.93,5,Thursday,residential,26.59,26.92
6.97,8,Thursday,residential,19.52,32.14
1.82,20,Saturday,commercial,30.68,4.27
17.13,23,Saturday,residential,20.96,49.04
18.77,23,Wednesday,residential,18.02,62.5
22.49,21,Wednesday,commercial,35.62,45.46
17.92,9,Monday,residential,37.14,43.42
10.64,10,Monday,commercial,15.73,68.99
7.58,22,Thursday,commercial,18.9,28.88
23.21,9,Friday,commercial,30.29,78.16
16.75,14,Sunday,commercial,21.83,55.25
8.9,1,Sunday,residential,25.22,21.17
4.66,7,Saturday,commercial,26.48,12.67
24.6,17,Friday,residential,33.55,65.99
10.27,10,Friday,residential,31.72,29.14
15.28,22,Sunday,residential,30.0,30.56
19.36,3,Tuesday,commercial,33.34,41.81
24.58,20,Thursday,residential,22.51,65.52
18.25,22,Wednesday,residential,24.65,44.42
24.59,18,Thursday,commercial,39.65,63.26
11.13,15,Tuesday,commercial,23.86,33.59
19.85,17,Wednesday,residential,36.18,49.38
4.96,21,Tuesday,commercial,34.4,10.38
6.44,1,Sunday,residential,37.61,10.27
11.71,23,Monday,commercial,22.17,38.03
10.55,18,Saturday,commercial,39.54,27.22
1.99,8,Sunday,residential,30.99,5.78
10.73,9,Monday,residential,19.75,48.9
3.43,21,Saturday,residential,31.07,6.62
16.33,16,Wednesday,commercial,30.11,39.05
23.79,23,Wednesday,residential,31.33,45.56
12.9,14,Friday,residential,26.52,29.19
10.9,5,Monday,residential,35.47,18.44
3.13,15,Tuesday,commercial,32.31,6.97
15.63,9,Saturday,commercial,33.16,48.08
2.38,2,Tuesday,residential,38.7,3.69
21.16,22,Tuesday,residential,33.86,37.5
10.85,18,Thursday,commercial,20.82,53.16
24.78,3,Wednesday,commercial,24.42,73.06
24.9,23,Tuesday,commercial,24.52,73.12
23.63,1,Friday,commercial,27.22,62.5
4.16,12,Thursday,residential,32.1,7.78
8.48,1,Wednesday,commercial,15.91,38.38
8.92,5,Tuesday,residential,15.61,34.29
17.25,2,Wednesday,commercial,28.88,43.01
13.19,22,Sunday,residential,26.63,29.72
6.69,10,Friday,residential,17.53,34.35
7.31,18,Friday,residential,16.83,39.09
24.16,8,Wednesday,commercial,23.22,106.13
2.09,17,Thursday,residential,27.79,6.77
15.62,6,Wednesday,commercial,20.17,55.76
2.51,21,Sunday,residential,17.75,8.48
24.14,5,Tuesday,commercial,34.82,49.92
8.36,11,Sunday,commercial,21.36,28.18
24.23,22,Sunday,commercial,27.94,62.44
5.23,10,Friday,residential,30.27,15.55
17.9,23,Tuesday,residential,30.08,35.7
20.53,21,Friday,commercial,31.52,46.9
1.78,2,Tuesday,commercial,25.31,5.06
4.22,10,Thursday,residential,31.88,11.91
12.47,10,Tuesday,commercial,39.96,31.83
12.74,2,Friday,residential,33.17,23.04
21.43,21,Saturday,commercial,30.29,50.94
15.57,11,Thursday,residential,35.16,26.57
8.96,15,Sunday,commercial,38.19,16.89
9.2,4,Wednesday,commercial,19.56,33.87
8.66,2,Wednesday,commercial,36.73,16.98
12.07,5,Thursday,commercial,37.97,22.89
3.06,12,Sunday,residential,15.77,11.64
23.44,16,Thursday,residential,22.04,63.81
1.04,14,Sunday,residential,38.93,1.6
7.75,11,Friday,residential,28.81,16.14
21.11,23,Wednesday,commercial,20.56,73.93
16.47,1,Monday,commercial,19.68,60.26
2.64,15,Saturday,residential,31.97,4.95
6.16,17,Tuesday,commercial,26.87,23.38
22.81,9,Sunday,commercial,36.18,64.31
1.57,8,Monday,residential,18.04,7.83
7.36,9,Saturday,commercial,24.14,31.1
11.09,2,Saturday,commercial,20.79,38.41
23.27,17,Thursday,residential,36.14,57.95
21.1,17,Wednesday,residential,32.01,59.33
3.59,3,Thursday,commercial,18.31,14.12
2.17,21,Tuesday,residential,27.05,4.81
16.61,0,Wednesday,residential,26.67,37.37
2.91,3,Wednesday,commercial,21.9,9.57
14.46,16,Friday,commercial,17.18,60.6
24.99,5,Saturday,residential,38.11,39.34
7.2,14,Monday,commercial,35.18,14.74
20.03,22,Tuesday,commercial,25.4,56.78
11.03,16,Monday,residential,18.59,35.6
6.99,21,Monday,commercial,35.83,14.05
14.75,9,Thursday,residential,24.89,53.33
11.25,7,Thursday,commercial,35.48,22.83
12.52,3,Wednesday,commercial,26.29,34.29
2.39,19,Wednesday,residential,32.5,6.62
12.77,21,Tuesday,residential,23.89,32.07
11.46,9,Saturday,residential,16.33,63.16
2.06,1,Tuesday,residential,25.8,4.79
4.93,6,Monday,residential,27.71,10.67
19.85,0,Monday,commercial,25.13,56.87
3.21,9,Tuesday,residential,25.35,11.4
3.93,6,Wednesday,residential,28.58,8.25
19.18,20,Sunday,commercial,29.81,46.33
15.57,1,Monday,commercial,25.1,44.66
2.12,11,Tuesday,commercial,32.16,4.75
15.22,18,Friday,commercial,31.55,49.21
24.4,4,Friday,residential,37.11,39.45
19.21,19,Saturday,residential,25.71,67.25
8.45,15,Thursday,residential,15.82,32.05
16.35,13,Thursday,residential,39.43,24.88
3.98,4,Sunday,commercial,22.82,12.56
21.27,2,Friday,residential,31.89,40.02
3.88,19,Tuesday,commercial,15.43,25.65
14.16,7,Sunday,residential,35.06,24.23
23.14,13,Friday,residential,27.59,50.32
10.45,23,Monday,commercial,17.96,41.89
13.82,0,Sunday,commercial,22.35,44.52
23.25,16,Wednesday,residential,28.06,49.71
8.33,19,Wednesday,commercial,18.88,45.0
22.83,11,Wednesday,residential,15.8,86.7
21.18,3,Monday,residential,36.53,34.79
9.84,0,Tuesday,residential,35.16,16.79
6.32,17,Thursday,commercial,23.74,27.15
8.57,16,Thursday,commercial,34.09,18.1
17.87,14,Saturday,residential,34.09,31.45
6.64,5,Tuesday,residential,31.43,12.68
20.4,16,Wednesday,residential,23.3,52.53
11.73,19,Thursday,commercial,24.46,48.91
13.56,13,Friday,commercial,26.14,37.35
11.04,11,Sunday,residential,37.93,17.46
9.49,10,Friday,commercial,34.79,27.82
6.64,6,Thursday,residential,33.01,12.07
10.18,23,Friday,residential,22.51,27.13
19.23,11,Monday,residential,37.82,30.51
2.76,14,Friday,residential,36.92,4.49
24.38,12,Thursday,residential,17.75,82.41
1.66,20,Wednesday,residential,24.16,4.12
2.91,8,Saturday,residential,27.35,9.58
7.14,0,Saturday,commercial,31.54,16.3
24.11,19,Tuesday,residential,21.59,100.5
14.08,13,Tuesday,residential,36.01,23.46
6.53,7,Wednesday,residential,16.56,23.66
6.45,11,Sunday,commercial,33.45,13.88
17.62,23,Wednesday,residential,16.86,62.7
22.53,17,Thursday,commercial,19.74,116.42
11.5,10,Friday,residential,21.49,48.16
15.99,19,Tuesday,commercial,37.18,43.87
12.07,19,Sunday,commercial,28.53,43.15
8.95,9,Thursday,commercial,25.14,36.31
17.83,6,Tuesday,residential,35.11,30.47
11.3,5,Friday,commercial,32.85,24.77
21.79,12,Friday,commercial,21.43,73.21
5.38,6,Friday,residential,19.52,16.54
21.42,2,Saturday,commercial,29.42,52.42
1.39,13,Sunday,commercial,15.12,6.62
2.61,5,Thursday,commercial,16.55,11.35
6.79,10,Saturday,commercial,22.32,31.03
22.71,3,Sunday,commercial,31.6,51.74
24.18,22,Thursday,residential,33.12,43.8
8.6,16,Wednesday,commercial,17.85,34.69
2.85,5,Tuesday,residential,20.92,8.17
22.8,21,Monday,residential,33.89,40.37
3.98,21,Monday,residential,35.91,6.65
7.98,3,Wednesday,commercial,30.0,19.15
2.63,20,Sunday,residential,27.35,5.77
11.04,18,Saturday,residential,21.4,46.43
20.31,9,Friday,commercial,19.28,107.45
12.89,22,Tuesday,residential,27.66,27.96
21.88,16,Monday,commercial,28.15,55.96
18.42,15,Thursday,residential,23.23,47.58
4.54,4,Sunday,residential,19.82,13.74
3.45,11,Monday,commercial,27.74,8.95
9.64,16,Sunday,residential,27.25,21.23
19.53,2,Wednesday,residential,31.41,37.31
14.11,3,Saturday,residential,31.97,26.48
14.24,0,Monday,residential,18.22,46.89
5.26,12,Monday,residential,28.75,10.98
1.67,7,Sunday,commercial,21.37,5.63
1.51,1,Sunday,commercial,30.0,3.62
23.09,8,Thursday,commercial,21.05,111.89
12.01,12,Friday,commercial,26.54,32.58
14.76,19,Tuesday,commercial,31.75,47.42
20.84,23,Monday,residential,19.77,63.25
17.27,13,Saturday,residential,28.24,36.69
17.89,19,Sunday,commercial,33.19,54.98
3.56,9,Friday,commercial,29.82,12.18
16.62,5,Monday,commercial,17.03,70.27
2.75,20,Sunday,residential,39.78,4.15
13.06,15,Wednesday,residential,39.45,19.86
13.19,1,Sunday,commercial,18.26,52.01
1.59,23,Wednesday,residential,21.25,4.49
5.86,15,Friday,commercial,22.71,18.58
3.06,2,Sunday,commercial,24.6,8.96
11.67,1,Saturday,residential,25.74,27.2
22.48,13,Saturday,residential,26.36,51.17
19.5,10,Friday,residential,15.45,113.59
13.11,16,Friday,commercial,22.65,41.67
3.27,6,Tuesday,residential,36.79,5.33
7.28,18,Tuesday,commercial,33.03,22.48
20.99,13,Tuesday,commercial,30.53,49.5
21.33,0,Sunday,commercial,18.39,83.51
23.58,1,Friday,residential,35.59,39.75
15.97,21,Friday,residential,20.53,46.67
23.02,6,Wednesday,commercial,36.69,45.17
11.99,2,Friday,commercial,22.72,38.0
11.84,8,Friday,residential,26.57,40.11
20.78,18,Friday,commercial,32.25,65.72
8.04,6,Saturday,residential,18.89,25.54
17.2,19,Saturday,residential,38.78,39.92
3.02,23,Wednesday,residential,26.66,6.8
2.2,11,Thursday,residential,37.66,3.51
2.98,20,Tuesday,commercial,16.93,12.67
13.31,20,Friday,residential,38.88,20.54
8.83,5,Thursday,commercial,33.94,18.73
14.29,3,Thursday,commercial,23.27,44.21
20.96,6,Friday,residential,25.59,49.14
3.51,2,Sunday,commercial,36.79,6.87
9.2,18,Thursday,residential,16.83,49.2
17.35,16,Monday,residential,36.67,28.39
6.96,20,Tuesday,residential,31.23,13.37
2.5,17,Sunday,residential,26.89,8.37
12.86,4,Sunday,residential,19.42,39.73
20.69,11,Saturday,commercial,20.01,74.45
24.52,18,Tuesday,commercial,21.49,116.38
10.7,22,Saturday,residential,37.19,17.26
21.03,5,Tuesday,commercial,32.34,46.82
1.18,16,Monday,residential,33.96,2.08
19.13,18,Monday,commercial,21.29,91.65
12.69,20,Friday,residential,34.92,21.8
22.68,3,Wednesday,residential,18.29,74.4
11.57,22,Monday,residential,32.33,21.47
20.52,18,Monday,commercial,37.76,55.43
21.85,5,Tuesday,residential,27.85,47.07
14.76,12,Sunday,residential,15.49,57.17
20.25,0,Monday,commercial,29.51,49.41
18.88,7,Sunday,residential,29.99,37.77
1.49,20,Monday,residential,17.12,5.22
9.06,14,Monday,residential,30.68,17.72
8.83,16,Saturday,residential,33.14,15.99
17.42,16,Monday,commercial,23.04,54.44
2.06,12,Tuesday,residential,30.06,4.11
7.88,20,Monday,commercial,20.31,27.94
18.94,9,Sunday,commercial,38.35,50.37
14.39,11,Friday,commercial,26.57,38.99
23.57,21,Friday,commercial,31.32,54.18
8.89,19,Wednesday,residential,27.06,29.57
14.63,10,Wednesday,residential,18.87,69.78
17.37,13,Tuesday,residential,33.14,31.45
5.07,8,Monday,residential,39.36,11.59
19.98,11,Sunday,residential,29.79,40.24
14.85,13,Thursday,residential,19.11,46.62
15.62,9,Wednesday,residential,36.25,38.78
17.51,23,Thursday,commercial,39.33,32.05
4.34,3,Friday,commercial,18.51,16.88
12.86,5,Monday,residential,38.86,19.86
14.52,15,Wednesday,commercial,20.42,51.2
17.15,2,Monday,residential,17.16,59.97
19.73,20,Saturday,commercial,29.72,47.8
17.43,20,Wednesday,commercial,23.83,52.66
19.56,8,Friday,residential,16.82,104.66
21.97,8,Monday,residential,29.39,67.28
12.6,5,Wednesday,residential,31.88,23.71
24.36,18,Monday,commercial,32.16,77.26
9.74,10,Monday,residential,18.34,47.8
6.59,18,Thursday,commercial,25.95,25.9
13.93,19,Thursday,commercial,20.37,69.75
14.29,18,Wednesday,residential,36.39,35.34
1.44,20,Tuesday,residential,28.6,3.02
16.49,13,Monday,commercial,24.89,47.7
13.53,1,Thursday,residential,31.14,26.07
7.47,14,Wednesday,commercial,26.48,20.31
13.57,13,Thursday,commercial,35.3,27.68
15.04,2,Monday,commercial,36.91,29.34
14.57,11,Saturday,residential,30.11,29.03
13.91,4,Monday,commercial,34.25,29.24
11.67,5,Tuesday,commercial,22.65,37.1
12.81,4,Wednesday,residential,31.66,24.28
20.78,1,Saturday,commercial,26.79,55.85
14.74,8,Saturday,residential,32.39,40.96
16.63,5,Friday,commercial,31.6,37.89
23.12,18,Wednesday,residential,24.78,83.97
13.37,19,Sunday,commercial,26.1,52.25
8.48,2,Sunday,commercial,25.8,23.67
3.86,1,Tuesday,commercial,25.01,11.11
15.94,7,Thursday,residential,27.94,34.23
23.47,7,Wednesday,commercial,20.72,81.56
5.0,8,Wednesday,commercial,19.62,25.99
5.57,12,Sunday,residential,31.09,10.75
1.19,16,Sunday,commercial,21.15,4.05
19.0,8,Sunday,residential,27.06,63.19
8.32,10,Sunday,residential,21.09,35.5
13.56,14,Thursday,residential,37.97,21.43
22.44,23,Tuesday,residential,16.5,81.6
5.76,0,Sunday,residential,23.71,14.58
15.64,13,Tuesday,commercial,34.92,32.25
18.13,19,Tuesday,residential,23.12,70.58
7.54,16,Sunday,commercial,26.85,20.22
14.65,1,Monday,commercial,24.62,42.84
1.07,13,Wednesday,commercial,31.58,2.44
10.57,16,Friday,residential,37.63,16.85
13.87,23,Thursday,commercial,31.28,31.93
22.33,4,Tuesday,residential,31.97,41.91
17.23,5,Monday,commercial,36.83,33.68
12.41,12,Thursday,commercial,17.6,50.77
21.82,22,Saturday,commercial,30.76,51.07
24.98,19,Monday,commercial,24.45,104.21
5.51,0,Wednesday,commercial,16.65,23.83
13.39,6,Thursday,residential,23.36,34.39
22.8,15,Friday,commercial,37.78,43.45
24.05,17,Monday,residential,15.13,143.06
5.98,15,Friday,residential,23.85,15.04
3.21,15,Saturday,residential,21.77,8.85
8.87,1,Saturday,residential,34.12,15.6
